GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17,HD01_VD18,HD02_VD18,HD01_VD19,HD02_VD19,HD01_VD20,HD02_VD20,HD01_VD21,HD02_VD21
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Car, truck, or van:","Margin of Error; Car, truck, or van:","Estimate; Car, truck, or van: - Drove alone","Margin of Error; Car, truck, or van: - Drove alone","Estimate; Car, truck, or van: - Carpooled:","Margin of Error; Car, truck, or van: - Carpooled:","Estimate; Car, truck, or van: - Carpooled: - In 2-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 2-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 3-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 3-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 4-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 4-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 5- or 6-person carpool","Estimate; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool","Margin of Error; Car, truck, or van: - Carpooled: - In 7-or-more-person carpool",Estimate; Public transportation (excluding taxicab):,Margin of Error; Public transportation (excluding taxicab):,Estimate; Public transportation (excluding taxicab): - Bus or trolley bus,Margin of Error; Public transportation (excluding taxicab): - Bus or trolley bus,Estimate; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Margin of Error; Public transportation (excluding taxicab): - Streetcar or trolley car (carro publico in Puerto Rico),Estimate; Public transportation (excluding taxicab): - Subway or elevated,Margin of Error; Public transportation (excluding taxicab): - Subway or elevated,Estimate; Public transportation (excluding taxicab): - Railroad,Margin of Error; Public transportation (excluding taxicab): - Railroad,Estimate; Public transportation (excluding taxicab): - Ferryboat,Margin of Error; Public transportation (excluding taxicab): - Ferryboat,Estimate; Taxicab,Margin of Error; Taxicab,Estimate; Motorcycle,Margin of Error; Motorcycle,Estimate; Bicycle,Margin of Error; Bicycle,Estimate; Walked,Margin of Error; Walked,Estimate; Other means,Margin of Error; Other means,Estimate; Worked at home,Margin of Error; Worked at home
1400000US17031010100,17031010100,"Census Tract 101, Cook County, Illinois",2247,391,897,273,735,205,162,146,149,144,13,20,0,11,0,11,0,11,871,218,263,136,0,11,561,194,47,56,0,11,0,11,0,11,33,38,129,85,46,66,271,171
1400000US17031010201,17031010201,"Census Tract 102.01, Cook County, Illinois",3243,484,1734,272,1468,239,266,169,266,169,0,15,0,15,0,15,0,15,1080,344,505,243,0,15,463,167,112,76,0,15,32,45,19,31,102,97,106,63,0,15,170,94
1400000US17031010202,17031010202,"Census Tract 102.02, Cook County, Illinois",1015,182,447,129,421,129,26,26,26,26,0,11,0,11,0,11,0,11,434,122,75,67,0,11,279,105,80,59,0,11,0,11,0,11,38,39,4,9,14,23,78,56
1400000US17031010300,17031010300,"Census Tract 103, Cook County, Illinois",2896,323,1352,293,935,234,417,228,311,205,61,79,0,15,0,15,45,73,1226,277,441,192,0,15,689,214,96,92,0,15,0,15,0,15,67,42,64,55,68,90,119,61
1400000US17031010400,17031010400,"Census Tract 104, Cook County, Illinois",2522,371,718,162,555,157,163,94,124,94,24,27,8,15,0,15,7,13,1158,260,404,170,0,15,612,164,142,90,0,15,0,15,0,15,51,64,353,143,4,9,238,108
1400000US17031010501,17031010501,"Census Tract 105.01, Cook County, Illinois",2174,332,721,190,666,182,55,58,32,50,23,35,0,11,0,11,0,11,1113,234,451,179,0,11,578,178,84,73,0,11,0,11,0,11,35,39,107,77,36,60,162,121
1400000US17031010502,17031010502,"Census Tract 105.02, Cook County, Illinois",2001,356,646,156,475,139,171,78,171,78,0,11,0,11,0,11,0,11,981,249,367,143,47,73,493,134,74,54,0,11,27,45,0,11,27,22,256,132,1,4,63,44
1400000US17031010503,17031010503,"Census Tract 105.03, Cook County, Illinois",1065,211,454,151,387,131,67,64,67,64,0,11,0,11,0,11,0,11,382,134,25,25,0,11,301,126,56,47,0,11,0,11,0,11,27,36,163,78,0,11,39,32
1400000US17031010600,17031010600,"Census Tract 106, Cook County, Illinois",3709,302,1426,280,1236,288,190,159,126,138,42,68,0,15,0,15,22,36,1686,410,328,153,0,15,1123,315,235,150,0,15,15,24,0,15,62,47,313,158,75,102,132,110
1400000US17031010701,17031010701,"Census Tract 107.01, Cook County, Illinois",2057,238,1075,237,939,223,136,86,103,82,33,32,0,11,0,11,0,11,580,158,177,102,36,55,133,77,234,99,0,11,23,26,0,11,51,53,160,96,0,11,168,81
1400000US17031010702,17031010702,"Census Tract 107.02, Cook County, Illinois",2677,387,1174,234,955,213,219,99,124,65,57,78,38,44,0,15,0,15,1009,272,276,163,0,15,575,182,158,66,0,15,38,49,0,15,43,30,287,124,19,23,107,55
1400000US17031020100,17031020100,"Census Tract 201, Cook County, Illinois",1504,288,1057,248,906,240,151,78,117,64,0,11,34,32,0,11,0,11,363,139,232,107,10,16,79,78,42,41,0,11,7,13,0,11,18,30,41,47,0,11,18,20
1400000US17031020200,17031020200,"Census Tract 202, Cook County, Illinois",2792,339,2148,325,1744,309,404,175,345,181,21,31,16,27,22,36,0,15,368,221,192,182,0,15,123,93,53,51,0,15,47,54,0,15,7,14,35,43,0,15,187,112
1400000US17031020301,17031020301,"Census Tract 203.01, Cook County, Illinois",1831,221,1438,194,1213,155,225,113,174,93,9,13,42,37,0,15,0,15,224,95,92,63,0,15,83,60,49,38,0,15,0,15,0,15,0,15,126,59,14,24,29,26
1400000US17031020302,17031020302,"Census Tract 203.02, Cook County, Illinois",2104,298,1473,246,1239,206,234,110,184,108,50,60,0,11,0,11,0,11,445,197,257,166,0,11,128,82,60,46,0,11,0,11,15,24,71,37,38,48,0,11,62,38
1400000US17031020400,17031020400,"Census Tract 204, Cook County, Illinois",2134,233,1470,202,1300,187,170,85,115,62,48,47,0,11,0,11,7,11,451,141,174,87,0,11,141,81,136,93,0,11,18,20,0,11,23,36,106,65,22,25,44,33
1400000US17031020500,17031020500,"Census Tract 205, Cook County, Illinois",2247,332,1399,350,1205,371,194,114,160,107,12,19,22,39,0,15,0,15,332,176,236,146,0,15,96,102,0,15,0,15,0,15,0,15,51,76,300,159,40,49,125,102
1400000US17031020601,17031020601,"Census Tract 206.01, Cook County, Illinois",2665,383,1651,349,1429,307,222,129,209,126,13,21,0,15,0,15,0,15,452,157,390,144,0,15,15,25,47,39,0,15,11,20,0,15,69,59,351,223,27,31,104,54
1400000US17031020602,17031020602,"Census Tract 206.02, Cook County, Illinois",1676,235,924,195,819,189,105,59,88,54,0,11,17,26,0,11,0,11,396,144,263,123,0,11,92,54,41,42,0,11,11,21,0,11,73,51,122,66,73,70,77,53
1400000US17031020701,17031020701,"Census Tract 207.01, Cook County, Illinois",770,143,654,140,570,136,84,42,66,38,6,8,7,13,0,11,5,7,60,29,5,8,0,11,44,27,11,10,0,11,0,11,0,11,0,11,14,12,0,11,42,27
1400000US17031020702,17031020702,"Census Tract 207.02, Cook County, Illinois",4063,669,3132,635,2377,497,755,324,411,264,99,115,232,222,13,24,0,15,419,242,294,165,0,15,38,54,87,116,0,15,14,23,0,15,0,15,484,171,0,15,14,22
1400000US17031020801,17031020801,"Census Tract 208.01, Cook County, Illinois",2543,351,1940,276,1610,267,330,152,176,122,91,76,0,11,63,101,0,11,426,174,280,159,0,11,146,80,0,11,0,11,0,11,0,11,43,45,43,43,38,60,53,67
1400000US17031020802,17031020802,"Census Tract 208.02, Cook County, Illinois",3577,536,2208,420,1864,366,344,219,168,129,71,114,58,96,47,77,0,15,752,291,564,278,0,15,157,104,31,52,0,15,19,31,0,15,57,70,416,233,51,72,74,102
1400000US17031020901,17031020901,"Census Tract 209.01, Cook County, Illinois",2528,357,1491,244,1264,232,227,108,194,99,23,30,10,18,0,15,0,15,634,234,421,197,0,15,192,143,21,34,0,15,10,14,0,15,24,30,212,199,30,35,127,105
1400000US17031020902,17031020902,"Census Tract 209.02, Cook County, Illinois",1794,222,1075,174,811,155,264,96,228,90,14,17,8,12,7,11,7,13,584,152,383,125,0,11,159,82,42,66,0,11,14,24,0,11,31,28,42,48,18,23,30,29
1400000US17031030101,17031030101,"Census Tract 301.01, Cook County, Illinois",1973,247,516,185,440,151,76,75,76,75,0,11,0,11,0,11,0,11,1210,312,796,287,0,11,293,132,121,118,0,11,36,42,11,19,119,92,15,23,11,18,55,59
1400000US17031030102,17031030102,"Census Tract 301.02, Cook County, Illinois",1676,213,676,171,546,147,130,95,125,94,5,9,0,11,0,11,0,11,823,224,260,124,51,57,414,140,98,99,0,11,36,45,0,11,0,11,58,48,23,28,60,50
1400000US17031030103,17031030103,"Census Tract 301.03, Cook County, Illinois",1307,241,430,156,233,91,197,118,197,118,0,11,0,11,0,11,0,11,641,158,228,85,0,11,390,127,23,29,0,11,9,14,0,11,0,11,158,70,0,11,69,57
1400000US17031030104,17031030104,"Census Tract 301.04, Cook County, Illinois",1478,309,398,156,279,139,119,66,103,59,0,11,16,21,0,11,0,11,725,187,255,112,0,11,455,154,15,26,0,11,0,11,0,11,30,38,257,100,0,11,68,49
1400000US17031030200,17031030200,"Census Tract 302, Cook County, Illinois",3043,323,1444,269,1235,250,209,99,200,98,9,14,0,11,0,11,0,11,1138,222,292,192,0,11,823,185,23,27,0,11,0,11,0,11,74,54,85,68,85,72,217,101
1400000US17031030300,17031030300,"Census Tract 303, Cook County, Illinois",1768,232,1138,237,917,225,221,87,155,93,66,60,0,11,0,11,0,11,406,118,210,101,0,11,196,100,0,11,0,11,0,11,12,20,41,61,144,80,9,13,18,15
1400000US17031030400,17031030400,"Census Tract 304, Cook County, Illinois",1328,127,589,120,531,110,58,40,58,40,0,11,0,11,0,11,0,11,510,111,243,116,0,11,210,80,57,33,0,11,7,12,0,11,35,22,86,53,0,11,101,53
1400000US17031030500,17031030500,"Census Tract 305, Cook County, Illinois",4062,389,1732,309,1434,285,298,148,236,141,62,61,0,15,0,15,0,15,1723,251,340,108,29,49,1160,202,194,131,0,15,18,30,0,15,81,51,181,81,24,26,303,138
1400000US17031030601,17031030601,"Census Tract 306.01, Cook County, Illinois",2128,306,839,242,827,244,12,19,12,19,0,11,0,11,0,11,0,11,1139,257,489,221,12,20,638,218,0,11,0,11,13,22,0,11,0,11,28,32,81,107,28,32
1400000US17031030603,17031030603,"Census Tract 306.03, Cook County, Illinois",1014,144,329,108,184,65,145,94,145,94,0,11,0,11,0,11,0,11,555,128,322,108,0,11,233,79,0,11,0,11,17,26,0,11,21,20,49,31,27,32,16,18
1400000US17031030604,17031030604,"Census Tract 306.04, Cook County, Illinois",1716,174,649,152,566,163,83,63,83,63,0,11,0,11,0,11,0,11,909,186,507,128,0,11,361,161,41,35,0,11,0,11,0,11,25,29,46,51,0,11,87,55
1400000US17031030701,17031030701,"Census Tract 307.01, Cook County, Illinois",901,96,204,77,142,62,62,57,62,57,0,11,0,11,0,11,0,11,640,100,232,70,0,11,368,90,40,41,0,11,0,11,0,11,0,11,26,28,11,10,20,19
1400000US17031030702,17031030702,"Census Tract 307.02, Cook County, Illinois",684,135,374,97,359,100,15,24,15,24,0,11,0,11,0,11,0,11,257,95,150,84,0,11,70,45,37,38,0,11,0,11,0,11,0,11,6,10,0,11,47,34
1400000US17031030703,17031030703,"Census Tract 307.03, Cook County, Illinois",1559,191,511,152,419,116,92,96,85,94,0,11,0,11,7,13,0,11,740,178,381,142,0,11,348,121,11,17,0,11,0,11,0,11,17,20,68,48,10,15,213,131
1400000US17031030706,17031030706,"Census Tract 307.06, Cook County, Illinois",2071,286,898,258,803,235,95,135,95,135,0,11,0,11,0,11,0,11,1040,199,488,165,27,34,486,174,39,41,0,11,0,11,0,11,38,30,41,39,0,11,54,48
1400000US17031030800,17031030800,"Census Tract 308, Cook County, Illinois",2237,335,1135,249,995,215,140,88,140,88,0,11,0,11,0,11,0,11,625,213,205,138,0,11,411,165,9,20,0,11,10,17,11,17,70,82,101,60,34,40,251,128
1400000US17031030900,17031030900,"Census Tract 309, Cook County, Illinois",2165,332,855,175,779,165,76,66,76,66,0,11,0,11,0,11,0,11,738,198,268,174,0,11,412,210,58,45,0,11,0,11,0,11,9,14,262,118,0,11,301,159
1400000US17031031000,17031031000,"Census Tract 310, Cook County, Illinois",2576,286,1196,206,1003,173,193,101,155,105,24,39,14,23,0,11,0,11,911,221,253,107,0,11,451,153,207,86,0,11,0,11,14,23,107,63,107,61,30,49,211,85
1400000US17031031100,17031031100,"Census Tract 311, Cook County, Illinois",3119,275,1083,255,899,206,184,94,77,42,82,44,0,11,0,11,25,39,1443,251,280,168,0,11,1058,207,105,48,0,11,0,11,0,11,134,80,171,94,30,35,258,114
1400000US17031031200,17031031200,"Census Tract 312, Cook County, Illinois",2578,530,1142,347,1039,308,103,85,87,80,0,15,16,25,0,15,0,15,1160,356,169,96,15,27,888,351,88,76,0,15,17,27,0,15,44,54,125,100,10,19,80,71
1400000US17031031300,17031031300,"Census Tract 313, Cook County, Illinois",3726,349,1205,288,1147,274,58,51,58,51,0,15,0,15,0,15,0,15,1842,305,1261,258,0,15,528,207,53,70,0,15,37,36,32,35,90,86,197,108,88,86,235,105
1400000US17031031400,17031031400,"Census Tract 314, Cook County, Illinois",3557,311,1514,267,1431,250,83,62,83,62,0,15,0,15,0,15,0,15,1546,279,1233,281,0,15,282,127,31,33,0,15,27,31,0,15,60,49,57,47,43,40,310,149
1400000US17031031501,17031031501,"Census Tract 315.01, Cook County, Illinois",1530,231,510,153,402,119,108,76,85,57,15,33,0,11,8,17,0,11,735,158,538,136,0,11,182,88,15,13,0,11,11,18,0,11,31,33,94,69,8,12,141,91
1400000US17031031502,17031031502,"Census Tract 315.02, Cook County, Illinois",1910,312,511,150,485,148,26,39,26,39,0,11,0,11,0,11,0,11,973,269,613,242,0,11,360,201,0,11,0,11,45,52,0,11,103,85,17,29,88,80,173,99
1400000US17031031700,17031031700,"Census Tract 317, Cook County, Illinois",3716,405,1436,284,1112,260,324,128,321,129,3,22,0,15,0,15,0,15,1519,250,492,193,0,15,974,226,53,54,0,15,0,15,15,24,146,78,122,99,67,64,411,172
1400000US17031031800,17031031800,"Census Tract 318, Cook County, Illinois",1208,101,533,95,455,81,78,50,62,45,16,18,0,11,0,11,0,11,581,109,160,64,0,11,299,86,122,44,0,11,0,11,0,11,12,14,22,18,11,12,49,26
1400000US17031031900,17031031900,"Census Tract 319, Cook County, Illinois",1490,147,667,170,611,175,56,39,56,39,0,11,0,11,0,11,0,11,642,133,237,110,0,11,321,95,84,49,0,11,6,9,0,11,57,45,32,30,12,17,74,56
1400000US17031032100,17031032100,"Census Tract 321, Cook County, Illinois",4018,512,1520,355,1314,352,206,166,195,165,0,15,11,19,0,15,0,15,1815,335,1167,291,0,15,648,208,0,15,0,15,0,15,0,15,356,221,109,87,27,42,191,129
1400000US17031040100,17031040100,"Census Tract 401, Cook County, Illinois",2021,213,1335,190,1244,199,91,58,85,57,0,11,0,11,0,11,6,13,450,101,92,43,0,11,282,89,76,45,0,11,8,12,0,11,15,17,68,46,37,40,108,57
1400000US17031040201,17031040201,"Census Tract 402.01, Cook County, Illinois",3828,353,1848,266,1624,241,224,120,193,113,31,38,0,15,0,15,0,15,1375,302,295,154,0,15,984,278,96,105,0,15,0,15,0,15,101,83,248,133,22,26,234,109
1400000US17031040202,17031040202,"Census Tract 402.02, Cook County, Illinois",3499,532,2538,508,2060,374,478,270,478,270,0,15,0,15,0,15,0,15,641,207,289,145,0,15,330,160,22,35,0,15,11,26,26,30,35,40,41,46,0,15,207,138
1400000US17031040300,17031040300,"Census Tract 403, Cook County, Illinois",1515,229,1117,205,982,197,135,105,101,102,8,12,0,11,0,11,26,29,277,102,126,80,0,11,126,84,25,28,0,11,0,11,0,11,19,22,45,34,0,11,57,42
1400000US17031040401,17031040401,"Census Tract 404.01, Cook County, Illinois",1835,211,955,167,925,167,30,25,23,21,7,11,0,11,0,11,0,11,654,149,237,119,0,11,380,104,37,25,0,11,0,11,0,11,32,23,71,71,0,11,123,89
1400000US17031040402,17031040402,"Census Tract 404.02, Cook County, Illinois",3297,268,1499,234,1359,242,140,75,104,75,36,37,0,15,0,15,0,15,1559,303,203,123,39,62,630,199,687,242,0,15,0,15,0,15,42,31,48,44,34,40,115,78
1400000US17031040600,17031040600,"Census Tract 406, Cook County, Illinois",1722,241,840,167,799,162,41,31,26,25,15,18,0,11,0,11,0,11,622,151,74,52,0,11,476,132,72,67,0,11,0,11,0,11,17,19,149,62,0,11,94,44
1400000US17031040700,17031040700,"Census Tract 407, Cook County, Illinois",2202,243,903,176,826,168,77,47,77,47,0,11,0,11,0,11,0,11,947,155,137,89,0,11,729,147,81,60,0,11,0,11,0,11,57,36,118,88,9,15,168,71
1400000US17031040800,17031040800,"Census Tract 408, Cook County, Illinois",1053,97,466,95,427,94,39,22,27,20,4,6,8,8,0,11,0,11,400,80,9,9,0,11,380,77,11,11,0,11,0,11,0,11,24,19,43,21,19,17,101,36
1400000US17031040900,17031040900,"Census Tract 409, Cook County, Illinois",1486,175,454,122,400,118,54,44,42,38,12,21,0,11,0,11,0,11,703,175,34,27,0,11,631,169,38,37,0,11,9,15,0,11,39,26,138,61,17,19,126,58
1400000US17031050100,17031050100,"Census Tract 501, Cook County, Illinois",1680,170,851,184,840,181,11,17,0,11,11,17,0,11,0,11,0,11,647,126,18,20,0,11,576,130,53,37,0,11,0,11,0,11,25,27,23,29,0,11,134,69
1400000US17031050200,17031050200,"Census Tract 502, Cook County, Illinois",2721,314,1250,237,1142,221,108,85,66,59,17,28,0,15,0,15,25,41,805,244,204,137,0,15,538,238,63,39,0,15,13,20,0,15,172,87,56,54,11,19,414,143
1400000US17031050300,17031050300,"Census Tract 503, Cook County, Illinois",1477,153,852,144,770,139,82,43,49,38,18,20,0,11,15,21,0,11,389,118,111,54,0,11,278,107,0,11,0,11,0,11,0,11,55,39,134,79,0,11,47,34
1400000US17031050500,17031050500,"Census Tract 505, Cook County, Illinois",3393,345,1856,377,1528,351,328,202,274,190,54,65,0,15,0,15,0,15,1136,322,239,162,0,15,870,282,27,32,0,15,23,35,0,15,114,78,121,100,2,5,141,71
1400000US17031050600,17031050600,"Census Tract 506, Cook County, Illinois",1658,230,625,148,567,143,58,52,58,52,0,11,0,11,0,11,0,11,757,187,33,23,0,11,674,143,50,61,0,11,0,11,0,11,16,17,103,68,0,11,157,95
1400000US17031050700,17031050700,"Census Tract 507, Cook County, Illinois",1118,119,526,114,430,81,96,63,88,62,8,11,0,11,0,11,0,11,457,66,22,17,0,11,421,66,14,15,0,11,0,11,0,11,45,33,23,15,5,8,62,25
1400000US17031050800,17031050800,"Census Tract 508, Cook County, Illinois",906,101,448,69,385,67,63,27,63,27,0,11,0,11,0,11,0,11,316,89,99,65,0,11,209,61,8,11,0,11,0,11,0,11,28,17,44,24,0,11,70,32
1400000US17031050900,17031050900,"Census Tract 509, Cook County, Illinois",889,103,517,108,476,106,41,28,36,27,5,8,0,11,0,11,0,11,226,58,51,25,0,11,171,57,4,7,0,11,5,7,0,11,15,16,59,30,6,8,61,32
1400000US17031051000,17031051000,"Census Tract 510, Cook County, Illinois",1006,97,609,98,519,93,90,42,78,42,7,9,5,8,0,11,0,11,238,61,67,53,0,11,156,46,15,16,0,11,0,11,0,11,15,18,39,23,0,11,105,49
1400000US17031051100,17031051100,"Census Tract 511, Cook County, Illinois",964,137,477,109,396,111,81,42,69,38,12,21,0,11,0,11,0,11,315,71,38,42,0,11,271,61,6,9,0,11,0,11,0,11,24,25,66,36,9,12,73,41
1400000US17031051200,17031051200,"Census Tract 512, Cook County, Illinois",992,99,418,105,365,103,53,33,39,27,14,17,0,11,0,11,0,11,383,85,35,32,5,7,327,70,16,25,0,11,5,9,0,11,22,20,87,51,17,27,60,38
1400000US17031051300,17031051300,"Census Tract 513, Cook County, Illinois",1840,170,1235,149,1144,148,91,58,65,42,17,28,9,15,0,11,0,11,352,108,78,46,0,11,243,90,31,31,0,11,24,39,0,11,30,27,8,13,9,14,182,90
1400000US17031051400,17031051400,"Census Tract 514, Cook County, Illinois",1149,126,723,114,628,107,95,49,71,38,22,31,2,6,0,11,0,11,219,73,72,51,5,7,138,51,4,8,0,11,0,11,0,11,68,34,64,47,6,9,69,33
1400000US17031060100,17031060100,"Census Tract 601, Cook County, Illinois",1765,186,970,182,917,179,53,50,26,34,9,16,18,29,0,11,0,11,548,136,113,74,0,11,396,111,39,29,0,11,8,15,0,11,16,18,33,31,13,19,177,85
1400000US17031060200,17031060200,"Census Tract 602, Cook County, Illinois",1419,169,612,131,540,134,72,43,41,35,31,23,0,11,0,11,0,11,592,150,128,71,19,30,422,105,23,21,0,11,0,11,0,11,47,44,89,47,20,18,59,46
1400000US17031060300,17031060300,"Census Tract 603, Cook County, Illinois",2145,262,907,199,826,198,81,57,36,34,15,23,8,13,22,36,0,11,966,192,126,87,0,11,835,194,5,7,0,11,0,11,0,11,55,42,63,41,35,53,119,61
1400000US17031060400,17031060400,"Census Tract 604, Cook County, Illinois",2669,305,1187,175,982,166,205,92,181,87,24,35,0,11,0,11,0,11,1077,253,268,198,0,11,789,140,20,21,0,11,0,11,0,11,9,13,169,141,12,14,215,100
1400000US17031060500,17031060500,"Census Tract 605, Cook County, Illinois",690,99,256,67,236,69,20,13,20,13,0,11,0,11,0,11,0,11,239,74,78,49,0,11,161,54,0,11,0,11,6,9,0,11,22,20,72,60,0,11,95,47
1400000US17031060800,17031060800,"Census Tract 608, Cook County, Illinois",3812,433,1538,321,1403,309,135,99,43,47,27,30,65,81,0,11,0,11,1866,336,1446,306,0,11,405,146,15,23,0,11,16,29,0,11,66,56,101,65,0,11,225,92
1400000US17031060900,17031060900,"Census Tract 609, Cook County, Illinois",4666,584,1450,464,1365,459,85,74,75,71,10,17,0,15,0,15,0,15,2345,432,1971,397,22,43,322,157,30,52,0,15,43,55,34,52,181,149,256,167,112,135,245,128
1400000US17031061000,17031061000,"Census Tract 610, Cook County, Illinois",1428,137,425,98,409,96,16,17,16,17,0,11,0,11,0,11,0,11,738,104,95,50,0,11,634,93,9,11,0,11,0,11,0,11,10,11,61,39,15,13,179,71
1400000US17031061100,17031061100,"Census Tract 611, Cook County, Illinois",1135,131,364,77,319,72,45,34,45,34,0,11,0,11,0,11,0,11,620,127,124,79,0,11,479,103,17,19,0,11,0,11,7,10,45,54,26,19,0,11,73,41
1400000US17031061200,17031061200,"Census Tract 612, Cook County, Illinois",1567,156,508,109,429,91,79,51,79,51,0,11,0,11,0,11,0,11,875,155,128,62,0,11,740,160,7,9,0,11,10,12,0,11,21,28,45,25,20,15,88,42
1400000US17031061500,17031061500,"Census Tract 615, Cook County, Illinois",1374,129,567,115,474,115,93,57,38,23,50,53,0,11,0,11,5,7,654,92,93,61,0,11,546,90,15,13,0,11,4,7,4,7,10,11,40,22,6,9,89,48
1400000US17031061800,17031061800,"Census Tract 618, Cook County, Illinois",824,81,207,59,157,46,50,42,31,37,5,8,14,19,0,11,0,11,408,74,174,57,0,11,228,65,6,9,0,11,0,11,0,11,13,18,85,59,0,11,111,57
1400000US17031061901,17031061901,"Census Tract 619.01, Cook County, Illinois",2779,350,765,171,638,169,127,101,127,101,0,11,0,11,0,11,0,11,1603,377,997,265,0,11,559,374,47,75,0,11,0,11,0,11,40,42,188,131,0,11,183,90
1400000US17031061902,17031061902,"Census Tract 619.02, Cook County, Illinois",2607,333,590,161,570,160,20,32,20,32,0,11,0,11,0,11,0,11,1390,258,990,232,0,11,343,147,57,77,0,11,44,49,0,11,38,33,85,41,163,151,297,132
1400000US17031062000,17031062000,"Census Tract 620, Cook County, Illinois",2478,244,711,184,671,181,40,50,10,15,0,11,30,47,0,11,0,11,1391,205,468,154,0,11,890,184,33,52,0,11,18,20,0,11,51,37,180,78,0,11,127,59
1400000US17031062100,17031062100,"Census Tract 621, Cook County, Illinois",2698,315,726,133,674,131,52,31,44,31,8,13,0,11,0,11,0,11,1585,271,212,103,8,13,1339,278,26,41,0,11,0,11,0,11,40,54,132,61,18,20,197,106
1400000US17031062200,17031062200,"Census Tract 622, Cook County, Illinois",2046,273,837,186,655,157,182,91,154,84,0,11,20,30,8,12,0,11,926,192,110,90,16,18,793,151,7,13,0,11,0,11,0,11,33,29,83,62,18,19,149,77
1400000US17031062300,17031062300,"Census Tract 623, Cook County, Illinois",1144,138,486,107,391,96,95,76,95,76,0,11,0,11,0,11,0,11,536,109,36,30,0,11,500,109,0,11,0,11,0,11,0,11,16,16,24,24,5,9,77,35
1400000US17031062400,17031062400,"Census Tract 624, Cook County, Illinois",1029,155,378,85,324,81,54,32,42,28,12,14,0,11,0,11,0,11,534,124,13,14,0,11,516,121,5,7,0,11,0,11,0,11,10,11,17,15,0,11,90,50
1400000US17031062500,17031062500,"Census Tract 625, Cook County, Illinois",997,109,484,82,449,76,35,27,21,18,14,21,0,11,0,11,0,11,407,79,10,15,0,11,397,81,0,11,0,11,0,11,0,11,4,7,14,13,0,11,88,48
1400000US17031062600,17031062600,"Census Tract 626, Cook County, Illinois",1322,138,724,105,639,104,85,38,57,34,22,18,0,11,6,10,0,11,403,90,37,37,0,11,357,91,9,10,0,11,5,8,5,7,42,33,31,24,25,21,87,32
1400000US17031062700,17031062700,"Census Tract 627, Cook County, Illinois",1812,239,766,157,637,149,129,68,75,61,32,39,0,11,22,34,0,11,693,172,83,41,0,11,595,159,15,17,0,11,36,26,0,11,68,48,77,82,0,11,172,77
1400000US17031062800,17031062800,"Census Tract 628, Cook County, Illinois",2500,222,1202,171,979,165,223,82,192,81,31,36,0,11,0,11,0,11,822,140,108,61,5,8,709,138,0,11,0,11,0,11,16,25,110,67,111,67,8,12,231,95
1400000US17031062900,17031062900,"Census Tract 629, Cook County, Illinois",3182,291,1157,244,1051,222,106,84,16,24,81,80,9,14,0,11,0,11,1398,211,77,60,25,40,1276,206,20,22,0,11,0,11,0,11,131,131,196,91,44,51,256,153
1400000US17031063000,17031063000,"Census Tract 630, Cook County, Illinois",2478,233,738,154,698,152,40,33,40,33,0,11,0,11,0,11,0,11,1325,200,302,125,0,11,1017,168,6,10,0,11,0,11,0,11,54,38,267,101,0,11,94,50
1400000US17031063100,17031063100,"Census Tract 631, Cook County, Illinois",1941,168,474,134,449,130,25,24,25,24,0,11,0,11,0,11,0,11,1175,175,318,82,31,38,826,177,0,11,0,11,12,19,4,7,63,44,141,63,0,11,72,46
1400000US17031063200,17031063200,"Census Tract 632, Cook County, Illinois",4383,402,1121,293,904,253,217,133,179,135,38,45,0,15,0,15,0,15,2391,446,1741,380,0,15,641,316,9,16,0,15,25,40,0,15,97,79,257,184,19,31,473,233
1400000US17031063301,17031063301,"Census Tract 633.01, Cook County, Illinois",1765,210,451,174,423,175,28,30,18,20,10,20,0,11,0,11,0,11,1060,195,817,177,9,14,194,83,40,52,0,11,0,11,0,11,36,40,155,108,0,11,63,62
1400000US17031063302,17031063302,"Census Tract 633.02, Cook County, Illinois",3155,338,915,219,731,165,184,136,97,107,43,68,0,11,0,11,44,73,1839,310,1696,312,0,11,129,63,14,22,0,11,0,11,0,11,75,50,99,62,58,92,169,109
